,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste,lat,lon
212,1768,Belyzium,Germany,2016,Belize,Belize south,83,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,complex,berry,,48.19415,8.3269
213,1768,Belyzium,Germany,2016,Belize,Belize south,78,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,nibby,green,,48.19415,8.3269
214,1768,Belyzium,Germany,2016,Belize,"Belize south, low fermentation",83,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unbalanced,tangy,pungent,,48.19415,8.3269
215,2246,Benns,Singapore,2018,Vietnam,Vung Tau,72,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gummy,roasty,fatty,,1.9415,102.269
216,2246,Benns,Singapore,2018,India,"Anamalai, 2018 harvest",72,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gummy,fatty,sour,,1.9415,102.269
217,2246,Benns,Singapore,2018,Malaysia,"Sungai Ruan, Koh Farm",72,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off aroma,smokey,off note,,1.9415,102.269
218,757,Benoit Nihant,Belgium,2011,Indonesia,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",72,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,raspberries,cocoa,,50.512415,3.11169
219,773,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",72,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,red berry,strawberry,,50.512415,3.11169
220,1141,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,73,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cinamon and nutmeg,,,,50.512415,3.11169
221,1141,Benoit Nihant,Belgium,2013,Cuba,Baracoa,74,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tobacco,dairy,sour,,50.512415,3.11169
222,1141,Benoit Nihant,Belgium,2013,Venezuela,Chuao,74,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mocha,intense,sweet,,50.512415,3.11169
223,1141,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,roasty,dairy,,50.512415,3.11169
224,797,Bernachon,France,2012,Blend,Nature,55,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,vanilla,cocoa,,53.43392,3.07217
225,508,Beschle (Felchlin),Switzerland,2010,Indonesia,"Java, Grand Cru",64,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,ham-like,smokey,banana,,37.48392,-122.17217
226,508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Ocumare, Premier Cru, Quizas No. 2",72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark cocoa,spicy pepper,,,37.48392,-122.17217
227,508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,macadamia,pepper,,37.48392,-122.17217
228,508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",74,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,light toffee,mild musty,,37.48392,-122.17217
229,636,Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,cocoa,,37.48392,-122.17217
230,636,Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,banana,rich,,37.48392,-122.17217
231,636,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chunky,nutty,banana,,37.48392,-122.17217
232,636,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter then nutty rustic,earthy,,,37.48392,-122.17217
233,1486,Bisou,U.S.A,2015,Belize,Belize,86,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,diluted,vanilla,,32.42392,-125.7217
234,1482,Bisou,U.S.A,2015,Nicaragua,"Nicaragua, American style",76,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,molasses,flour,,32.42392,-125.7217
235,1486,Bisou,U.S.A,2015,Costa rica,"San Andres, American style",76,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,metallic,earthy,,32.42392,-125.7217
236,1486,Bisou,U.S.A,2015,Costa rica,"San Andres, silk",78,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sour,tart,molasses,,32.42392,-125.7217
237,2084,Bitacora,Venezuela,2018,Venezuela,Aragua,70,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth texture,earthy,nutty,,0,0
238,2088,Bitacora,Venezuela,2018,Venezuela,Merida,70,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,spicy,earthy,,0,0
239,2088,Bitacora,Venezuela,2018,Venezuela,Carabobo,70,3,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,bland,nutty,,0,0
240,233,Bittersweet Origins,U.S.A,2008,Dominican republic,Puerto Plata,68,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,astringent,,,0,0
241,233,Bittersweet Origins,U.S.A,2008,Panama,Bocas del Toro,75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,rum,tea,,0,0
242,233,Bittersweet Origins,U.S.A,2008,Madagascar,Sambirano,71,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,red berry,sour,,0,0
243,256,Bittersweet Origins,U.S.A,2008,Ghana,Ankasa,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutmeg,sour,,,0,0
244,414,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,65,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense marshmallow,cocoa,,,0,0
245,431,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,65,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chocolate covered cherries,,,,0,0
246,423,Bittersweet Origins,U.S.A,2009,Madagascar,Sambirano,75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rustic,red berry,woody,,0,0
247,414,Bittersweet Origins,U.S.A,2009,Dominican republic,Puerto Plata,75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,strong,harsh smoke,,0,0
248,502,Bittersweet Origins,U.S.A,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,robust,cocoa,fruity,,0,0
249,478,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",75,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,cardamom,medicinal,,0,0
250,565,Bittersweet Origins,U.S.A,2010,Madagascar,"Sambirano, 2009",70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,red berry,strong wine,sour,,0,0
251,565,Bittersweet Origins,U.S.A,2010,Venezuela,"Ocumare, prototype",78,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,mild bitter,,,0,0
252,558,Bittersweet Origins,U.S.A,2010,Indonesia,"Bali, Singaraja",65,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pastey,off spicey,nutty,,0,0
253,963,Bittersweet Origins,U.S.A,2012,Ghana,Ghana,72,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasted nuts,rich,roasty,,0,0
254,2114,Bixby,U.S.A,2018,Dominican republic,Dominican Republic,70,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,sour milk,,,0,0
255,2108,Bixby,U.S.A,2018,Haiti,Haiti,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,floral,molasses,chemical,,0,0
256,2114,Bixby,U.S.A,2018,Guatemala,Guatemala,70,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,earthy,spicy,,0,0
257,2422,Bixby,U.S.A,2019,Belize,Belize,70,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off,rubbery,burnt molasses,,0,0
258,256,Black Mountain,U.S.A,2008,Nicaragua,Matiguas,70,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich,leather,woodsy,,0,0
259,256,Black Mountain,U.S.A,2008,Dominican republic,La Red,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,unrefined,fruity,,,0,0
260,256,Black Mountain,U.S.A,2008,Venezuela,Carenero Superior,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet grass,muted spice,,,0,0
261,1331,Black River (A. Morin),U.k.,2014,Jamaica,Blue Mountain Region,70,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,nutty,,,0,0
262,322,Blanxart,Spain,2009,Blend,Organic Dark,72,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,flat,woody,sour,0,0
263,1046,Blanxart,Spain,2013,Congo,"Congo, Grand Cru",82,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,fruity,mild bitter,,0,0
264,911,Blue Bandana,U.S.A,2012,Madagascar,Madagascar,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,tart red berry,powerful,,0,0
265,911,Blue Bandana,U.S.A,2012,Guatemala,Guatemala,70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chewy,complex,black pepper,,0,0
266,1740,Blue Bandana,U.S.A,2016,Madagascar,"Akesson's E., Sambirano V.",82,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,tart,sour,sweet,0,0
267,1752,Blue Bandana,U.S.A,2016,Tanzania,Kokoa Kamili,75,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bready,melon,,,0,0
268,1756,Blue Bandana,U.S.A,2016,Dominican republic,Zorzal Reserva,75,3,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,astringent,sour,coffee,,0,0
269,1752,Blue Bandana,U.S.A,2016,Guatemala,Lachua,75,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,coffee,earthy,,0,0
270,1996,Boho,U.S.A,2017,Belize,Maya Mtn,70,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent off flavor,,,,0,0
271,2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,savory,sour,,0,0
272,2290,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,fruit,chemical off note,,0,0
273,2290,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,dirty,off notes,,0,0
274,48,Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,fatty,floral,,0,0
275,81,Bonnat,France,2006,Venezuela,Chuao,75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,coconut,tang,,0,0
276,24,Bonnat,France,2006,Blend,"Carribean, Trinite",75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spice,woodsy,long lasting,,0,0
277,32,Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,creamy,berry,,0,0
278,75,Bonnat,France,2006,Madagascar,Madagascar,75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mellow,tart,coffee,,0,0
279,81,Bonnat,France,2006,Sri lanka,Ceylan,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,vegetal,dominant tobacco,,,0,0
280,123,Bonnat,France,2007,Ecuador,Equateur,75,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,floral,bitter,,0,0
281,199,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,strawberry,nutty,,0,0
282,331,Bonnat,France,2009,Ivory coast,Ivory Coast,75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,intense cocoa,sl. Burnt,,0,0
283,336,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,nut,possible mold,,0,0
284,395,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,roasty,earthy,,0,0
285,336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,flat,bread,earthy,,0,0
286,629,Bonnat,France,2011,Haiti,Haiti,75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grassy,black pepper,,,0,0
287,629,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,spicy,gentle roast,,0,0
288,629,Bonnat,France,2011,Brazil,Libanio,75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chunky,very grassy,mild mint,,0,0
289,629,Bonnat,France,2011,Cuba,Cuba,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,raisin,grape,,0,0
290,629,Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,woody,mint,,0,0
291,629,Bonnat,France,2011,Peru,Piura Blanco,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,cocoa,smokey,,0,0
292,672,Bonnat,France,2011,Brazil,Juliana,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,fatty,rich,nutty,0,0
293,761,Bonnat,France,2011,Jamaica,Jamaique,75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,creamy,woody,,0,0
294,1038,Bonnat,France,2013,Brazil,Maragnam,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,roasted nuts,rich cocoa,,0,0
295,1042,Bonnat,France,2013,Gabon,Gabon,75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,roasty,black pepper,,0,0
296,1339,Bonnat,France,2014,Brazil,Kaori,75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,homey,nutty,,0,0
297,1418,Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,brownie,mint,spice,0,0
298,1418,Bonnat,France,2014,Dominican republic,"Los Colorados, Santo Domingo, Equateur",75,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,tobacco,earthy,,0,0
299,1912,Bonnat,France,2016,Mexico,Selva Maya,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,heavy roast,fatty,gateway,,0,0
300,2246,Bonnat,France,2018,Peru,Madre de Dios,75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,subtle,mild coffee,,0,0
301,2250,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,rich,complex,,0,0
302,316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,lavendar,molasses,,0,0
303,2134,Box Chocolate,U.S.A,2018,Dominican republic,Zorzal,72,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,banana,,,0,0
304,2194,Brasstown,U.S.A,2018,Peru,Ucayali,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,rich mocha,acidic,,0,0
305,2254,Brasstown,U.S.A,2018,Ecuador,Esmeraldas,75,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,balanced,floral,honey,,0,0
306,1129,Brasstown aka It's Chocolate,U.S.A,2013,Ghana,"Ghana, batch 021813",75,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,brownie,nutty,,0,0
307,1129,Brasstown aka It's Chocolate,U.S.A,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",85,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,cooked banana,,,0,0
308,1125,Brasstown aka It's Chocolate,U.S.A,2013,Ecuador,"Camino Verde, Guayas",70,3.25,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,alocohol,floral,,0,0
309,1125,Brasstown aka It's Chocolate,U.S.A,2013,Dominican republic,Cooproagro,72,3,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,oily,vanilla,caramel,dairy,0,0
310,1355,Brasstown aka It's Chocolate,U.S.A,2014,Venezuela,Chuao,70,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,raisins,roasty,,0,0
311,1255,Brasstown aka It's Chocolate,U.S.A,2014,Belize,Maya Mountain,70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,cocoa,complex,,0,0
312,1462,Brasstown aka It's Chocolate,U.S.A,2015,Dominican republic,"Conacado, batch 001515",68,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,brownie,lime,rich,0,0
313,1868,Brasstown aka It's Chocolate,U.S.A,2016,Nicaragua,"O'payo, Waslala",70,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,simple,rich cocoa,,,0,0
314,1868,Brasstown aka It's Chocolate,U.S.A,2016,Venezuela,"Guasare, Zulia Prov.",70,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,slight hammy,rich,,0,0
315,1984,Brasstown aka It's Chocolate,U.S.A,2017,Ecuador,Manabi,75,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,floral,honey,,0,0
316,1980,Brasstown aka It's Chocolate,U.S.A,2017,Dominican republic,Elvesia P.,70,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,cherries,,,0,0
317,2096,Brasstown aka It's Chocolate,U.S.A,2018,Bolivia,"Wild Bolivia, Sucre",70,4,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nuts,fruit,,,0,0
318,1514,Brazen,U.S.A,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,tea,leather,sour,0,0
319,1514,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,80,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,dark berry,fatty,,0,0
320,1518,Brazen,U.S.A,2015,Belize,Maya Mountain,80,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild smoke,raisins,coffee,,0,0
321,1518,Brazen,U.S.A,2015,Madagascar,Ambolikapkly P.,60,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,citrus,sweet,cocoa,,0,0
322,1514,Brazen,U.S.A,2015,Dominican republic,Elvesia P.,60,3,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,sweet,brownie,,0,0
323,1518,Brazen,U.S.A,2015,Madagascar,Ambolikapiky P.,80,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,tart,acidic,,0,0
324,1149,Breeze Mill,U.S.A,2013,Jamaica,Jamaica,70,3,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,sandy,tart,bland,0,0
